Accounting
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
,,,,,,,R,09:05 am-11:55 am,,,,,"Daniela  Leon, Naomi  Keena, Salmaan  Craig",08/30-11/29,MDHAR 514,Active
,,,,,,,R,02:05 pm-04:55 pm,,,,,"Daniela  Leon, Naomi  Keena, Salmaan  Craig",08/30-11/29,MDHAR 514,Active
1311,ARCH,676,001,Studio,9.000,"Advanced Architectural Design.",TR,09:35 am-12:25 pm,45,0,0,0,"Andrew John King, Michael  Jemtrud",08/30-11/29,MDHAR 314,Active
,,,,,,,TR,02:05 pm-04:55 pm,,,,,"Andrew John King, Michael  Jemtrud",08/30-11/29,MDHAR 314,Active
,,,,,,,TR,09:35 am-12:25 pm,,,,,"Andrew John King, Michael  Jemtrud",12/01-12/05,MDHAR 314,Active
,,,,,,,TR,02:05 pm-04:55 pm,,,,,"Andrew John King, Michael  Jemtrud",12/01-12/05,MDHAR 314,Active
1312,ARCH,678,001,Lecture,3.000,"Advanced Construction.",W,08:35 am-10:25 am,50,0,0,0,"Howard  Davies",08/30-12/01,MDHAR 212,Active
1313,ARCH,680,001,Lecture,2.000,"Field Sketching.",,TBA,42,0,0,0,"Ricardo L  Castro, David  Covo",08/30-12/05,TBA,Active
1314,ARCH,684,001,Seminar,3.000,"Contemporary Theory 1.",M,11:35 am-02:25 pm,30,0,0,0,"Annmarie  Adams",08/30-12/04,BURN 708,Active
,,,,,,,R,11:35 am-02:25 pm,,,,,"Annmarie  Adams",11/30-11/30,BURN 708,Active
1315,ARCH,685,001,Seminar,3.000,"Contemporary Theory 2.",M,02:35 pm-05:25 pm,15,0,0,0,"Ozayr  Saloojee",08/30-12/04,MDHAR 207,Active
,,,,,,,R,02:35 pm-05:25 pm,,,,,"Ozayr  Saloojee",11/30-11/30,MDHAR 207,Active
1316,ARCH,711,001,Seminar,3.000,"Doctoral Proseminar 1.",M,04:05 pm-06:55 pm,10,0,0,0,"Martin  Bressani",08/30-12/04,MDHAR 206,Active
,,,,,,,R,04:05 pm-06:55 pm,,,,,"Martin  Bressani",11/30-11/30,MDHAR 206,Active
1317,ARCH,712,001,Seminar,3.000,"Doctoral Proseminar 2.",M,04:05 pm-06:55 pm,10,0,0,0,"Martin  Bressani",08/30-12/04,MDHAR 206,Active
,,,,,,,R,04:05 pm-06:55 pm,,,,,"Martin  Bressani",11/30-11/30,MDHAR 206,Active
1318,ARCH,721,001,Reading Course,3.000,"Literature Review 1.",,TBA,5,0,0,0,TBA,08/30-12/05,TBA,Active
1319,ARCH,723,001,Reading Course,3.000,"Literature Review 3.",,TBA,5,0,0,0,"Aysenur Ipek Türeli, Annmarie  Adams",08/30-12/05,TBA,Active
Art History
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1320,ARTH,202,001,Lecture,3.000,"Introduction to Contemporary Art.",MW,02:35 pm-03:55 pm,100,0,0,0,"Chanon  Praepipatmongkol",08/30-12/04,ARTS W-215,Active
,,,,,,,R,02:35 pm-03:55 pm,,,,,"Chanon  Praepipatmongkol",11/30-11/30,ARTS W-215,Active
1321,ARTH,207,001,Lecture,3.000,"Introduction Early Modern Art 1400-1700.",TR,10:05 am-11:25 am,100,0,0,0,"Chriscinda Claire  Henry",08/30-11/29,ARTS W-215,Active
,,,,,,,TR,10:05 am-11:25 am,,,,,"Chriscinda Claire  Henry",12/01-12/05,ARTS W-215,Active
1322,ARTH,225,001,Lecture,3.000,"Introduction to Seventeenth - Century Art.",WF,01:05 pm-02:25 pm,100,0,0,0,"Engeline Christine Vanhaelen",08/30-12/01,ARTS W-215,Active
1323,ARTH,302,001,Lecture,3.000,"Aspects of Canadian Art.",MW,04:05 pm-05:25 pm,100,0,0,0,"Reilley  Bishop-Stall",08/30-12/04,ARTS W-215,Active
,,,,,,,R,04:05 pm-05:25 pm,,,,,"Reilley  Bishop-Stall",11/30-11/30,ARTS W-215,Active
1324,ARTH,323,001,Lecture,3.000,"Realism and Impressionism.",TR,02:35 pm-03:55 pm,100,0,0,0,"Mary J Hunter",08/30-11/29,ARTS W-215,Active
,,,,,,,TR,02:35 pm-03:55 pm,,,,,"Mary J Hunter",12/01-12/05,ARTS W-215,Active
1325,ARTH,360,001,Lecture,3.000,"Studies in the Photographic.",WF,10:05 am-11:25 am,100,0,0,0,"Evgeniya  Makarova",08/30-12/01,ARTS W-215,Active
1326,ARTH,400,001,Seminar,3.000,"Selected Methods in Art History.",R,11:35 am-02:25 pm,15,0,0,0,"Matthew Chambers Hunter",08/30-11/29,FERR 230,Active
1327,ARTH,401,001,Independent Study,3.000,"Honours Research Paper.",,TBA,15,0,0,0,"Matthew Chambers Hunter",08/30-12/05,TBA,Active
1328,ARTH,411,001,Seminar,3.000,"Canadian Art and Race.",F,11:35 am-02:25 pm,12,0,0,0,"Reilley  Bishop-Stall",08/30-12/01,ARTS W-5,Active
1329,ARTH,422,001,Seminar,3.000,"Selected Topics in Art and Architecture 3.",W,11:35 am-02:25 pm,15,0,0,0,"Chriscinda Claire  Henry",08/30-12/01,FERR 422,Active
1330,ARTH,435,001,Lecture,3.000,"Early Modern Visual Culture.",T,02:35 pm-05:25 pm,13,0,0,0,"Engeline Christine Vanhaelen",08/30-12/05,FERR 230,Active
1331,ARTH,447,001,Seminar,3.000,"Independent Research Course.",,TBA,5,0,0,0,TBA,08/30-12/05,TBA,Active
1332,ARTH,490,001,Seminar,3.000,"Museum Internship.",,TBA,15,0,0,0,TBA,08/30-12/05,TBA,Active
1333,ARTH,501,001,Lecture,3.000,"Advanced Topics in Art History and Visual Culture.",T,11:35 am-02:25 pm,8,0,0,0,"Jeehee  Hong",08/30-12/05,ARTS 385,Active
1334,ARTH,600,001,Seminar,3.000,"Advanced Professional Seminar.",T,11:35 am-02:25 pm,15,0,0,0,"Chanon  Praepipatmongkol",08/30-12/05,ARTS W-5,Active
1335,ARTH,630,001,Reading Course,3.000,"Directed Reading 1.",,TBA,5,0,0,0,TBA,08/30-12/05,TBA,Active
1336,ARTH,645,001,Seminar,3.000,"Medieval Art and Archaeology.",W,11:35 am-02:25 pm,15,0,0,0,"Cecily  Hilsdale",08/30-12/01,ARTS W-220,Active
1337,ARTH,675,001,Seminar,3.000,"Topics: 19th - Century Art and Architecture 1.",M,11:35 am-02:25 pm,15,0,0,0,"Mary J Hunter",08/30-12/04,ARTS W-5,Active
,,,,,,,R,11:35 am-02:25 pm,,,,,"Mary J Hunter",11/30-11/30,ARTS W-5,Active
1338,ARTH,698,001,Thesis Course,12.000,"Thesis Research 1.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1339,ARTH,699,001,Thesis Course,12.000,"Thesis Research 2.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1340,ARTH,701,001,Comprehensive Exam,0.000,"Ph.D. Comprehensive Examination.",,TBA,5,0,0,0,TBA,08/30-12/05,TBA,Active
1341,ARTH,714,001,Seminar,3.000,"Directed Reading 2.",,TBA,5,0,0,0,TBA,08/30-12/05,TBA,Active
1342,ARTH,725,001,Seminar,3.000,"Methods in Art History 1.",T,02:35 pm-05:25 pm,15,0,0,0,"Gloria Jane Bell",08/30-12/05,ARTS W-5,Active
Air & Space Law
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
7730,ASPL,613,001,Lecture,3.000,"Government Regulation of Air Transport.",WF,08:35 am-09:55 am,4,0,0,0,"Vincent  Correia",08/30-12/05,CDH 316,Active
7731,ASPL,613,009,Lecture,3.000,"Government Regulation of Air Transport.",WF,08:35 am-09:55 am,20,0,0,0,"Vincent  Correia",08/30-12/05,CDH 316,Active
6176,ASPL,633,001,Lecture,3.000,"Public International Air Law.",TR,02:35 pm-03:55 pm,4,0,0,0,"Vincent  Correia",08/30-11/29,CDH 203,Active
,,,,,,,TR,02:35 pm-03:55 pm,,,,,"Vincent  Correia",12/01-12/05,CDH 203,Active
6177,ASPL,633,009,Lecture,3.000,"Public International Air Law.",TR,02:35 pm-03:55 pm,25,0,0,0,"Vincent  Correia",08/30-11/29,CDH 203,Active
,,,,,,,TR,02:35 pm-03:55 pm,,,,,"Vincent  Correia",12/01-12/05,CDH 203,Active
6178,ASPL,636,001,Lecture,3.000,"Private International Air Law.",R,08:35 am-11:25 am,5,0,0,0,"LUDWIG JOSEF WEBER",08/30-11/29,CDH 203,Active
,,,,,,,R,08:35 am-11:25 am,,,,,"LUDWIG JOSEF WEBER",12/01-12/05,CDH 203,Active
6179,ASPL,636,009,Lecture,3.000,"Private International Air Law.",R,08:35 am-11:25 am,25,0,0,0,"LUDWIG JOSEF WEBER",08/30-11/29,CDH 203,Active
,,,,,,,R,08:35 am-11:25 am,,,,,"LUDWIG JOSEF WEBER",12/01-12/05,CDH 203,Active
6180,ASPL,637,001,Lecture,3.000,"Space Law: General Principles.",W,02:35 pm-05:25 pm,10,0,0,0,"Ram Sarup Jakhu",08/30-12/05,CDH 201,Active
6181,ASPL,637,009,Lecture,3.000,"Space Law: General Principles.",W,02:35 pm-05:25 pm,25,0,0,0,"Ram Sarup Jakhu",08/30-12/05,CDH 201,Active
6182,ASPL,655,009,Project,15.000,"Research Project 1.",,TBA,80,0,0,0,TBA,08/30-12/05,TBA,Active
6183,ASPL,656,009,Project,2.000,"Research Project 2.",,TBA,80,0,0,0,TBA,08/30-12/05,TBA,Active
6184,ASPL,657,009,Project,1.000,"Research Project 3.",,TBA,80,0,0,0,TBA,08/30-12/05,TBA,Active
6185,ASPL,690,009,Thesis Course,3.000,"Master's Thesis 1.",,TBA,35,0,0,0,TBA,08/30-12/05,TBA,Active
6186,ASPL,691,009,Thesis Course,3.000,"Master's Thesis 2.",,TBA,35,0,0,0,TBA,08/30-12/05,TBA,Active
6187,ASPL,692,009,Thesis Course,6.000,"Master's Thesis 3.",,TBA,35,0,0,0,TBA,08/30-12/05,TBA,Active
6188,ASPL,693,009,Thesis Course,12.000,"Master's Thesis 4.",,TBA,35,0,0,0,TBA,08/30-12/05,TBA,Active
6189,ASPL,694,009,Thesis Course,3.000,"Master's Thesis 5.",,TBA,35,0,0,0,TBA,08/30-12/05,TBA,Active
6190,ASPL,701,009,Comprehensive Exam,0.000,"Comprehensive - Air/Space Law.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
Atmospheric & Oceanic Sciences
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1343,ATOC,181,001,Lecture,3.000,"Introduction to Atmospheric Science.",TR,10:05 am-11:25 am,170,0,0,0,"Parisa A  Ariya",08/30-11/29,LEA 26,Active
,,,,,,,TR,10:05 am-11:25 am,,,,,"Parisa A  Ariya",12/01-12/05,LEA 26,Active
1344,ATOC,182,001,Lecture,3.000,"Introduction to Oceanic Sciences.",WF,11:35 am-12:55 pm,84,0,0,0,"Carolina Olivia Dufour",08/30-12/01,STBIO S3/3,Active
,,,,,,,W,11:35 am-12:55 pm,,,,,"Carolina Olivia Dufour",10/18-10/18,ENGMD 276,Active
1345,ATOC,185,001,Lecture,3.000,"Natural Disasters.",TR,02:35 pm-03:55 pm,320,0,0,0,"John Richard  Gyakum, John  Stix",08/30-11/29,LEA 132,Active
,,,,,,,TR,02:35 pm-03:55 pm,,,,,"John Richard  Gyakum, John  Stix",12/01-12/05,LEA 132,Active
1346,ATOC,214,001,Lecture,3.000,"Introduction: Physics of the Atmosphere.",MWF,01:35 pm-02:25 pm,55,0,0,0,"Evangelia  Ioannidou",08/30-12/04,ENGTR 2100,Active
,,,,,,,F,01:35 pm-02:25 pm,,,,,"Evangelia  Ioannidou",10/13-10/13,ENGTR 0060,Active
,,,,,,,R,01:35 pm-02:25 pm,,,,,"Evangelia  Ioannidou",11/30-11/30,ENGTR 2100,Active
1347,ATOC,312,001,Lecture,3.000,"Rotating Fluid Dynamics.",TRF,10:35 am-11:25 am,24,0,0,0,"Evangelia  Ioannidou",08/30-11/29,BURN 719A,Active
,,,,,,,TRF,10:35 am-11:25 am,,,,,"Evangelia  Ioannidou",12/01-12/05,BURN 719A,Active
8777,ATOC,312,002,Final Exam,0.000,"Rotating Fluid Dynamics.",R,09:05 am-11:55 am,0,0,0,0,"Evangelia  Ioannidou",12/14-12/14,BURN 719A,Registration Not Required
1348,ATOC,315,001,Lecture,3.000,"Thermodynamics and Convection.",TR,11:35 am-12:55 pm,24,0,0,0,"Ivy  Tan",08/30-11/29,BURN 934,Active
,,,,,,,TR,11:35 am-12:55 pm,,,,,"Ivy  Tan",12/01-12/05,BURN 934,Active
8778,ATOC,315,002,Final Exam,0.000,"Thermodynamics and Convection.",W,02:05 pm-04:55 pm,0,0,0,0,"Ivy  Tan",12/20-12/20,BURN 934,Registration Not Required
1349,ATOC,341,001,Lecture,3.000,"Caribbean Climate and Weather.",,TBA,15,0,0,0,"Djordje  Romanic, Virginie Sabine Millien",08/30-12/05,TBA,Active
1350,ATOC,396,001,Project,3.000,"Undergraduate Research Project.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1351,ATOC,404,001,Lecture,3.000,"Climate Physics.",TR,11:35 am-12:55 pm,10,0,0,0,"Yi  Huang",08/30-11/29,BURN 719A,Active
,,,,,,,TR,11:35 am-12:55 pm,,,,,"Yi  Huang",12/01-12/05,BURN 719A,Active
1352,ATOC,480,001,Project,3.000,"Honours Research Project.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1353,ATOC,512,001,Lecture,3.000,"Atmospheric and Oceanic Dynamics.",WF,11:35 am-12:55 pm,24,0,0,0,"David N  Straub",08/30-12/01,BURN 719A,Active
8731,ATOC,512,002,Final Exam,0.000,"Atmospheric and Oceanic Dynamics.",W,02:05 pm-04:55 pm,0,0,0,0,TBA,12/13-12/13,BURN 719A,Registration Not Required
1354,ATOC,519,001,Lecture,3.000,"Advances in Chemistry of Atmosphere.",TR,08:35 am-09:55 am,15,0,0,0,"Parisa A  Ariya",08/30-11/29,BURN 934,Active
,,,,,,,TR,08:35 am-09:55 am,,,,,"Parisa A  Ariya",12/01-12/05,BURN 934,Active
1355,ATOC,525,001,Lecture,3.000,"Atmospheric Radiation.",TR,01:05 pm-02:25 pm,20,0,0,0,"Yi  Huang",08/30-11/29,BURN 719A,Active
,,,,,,,TR,01:05 pm-02:25 pm,,,,,"Yi  Huang",08/30-11/29,BURN 708A,Active
,,,,,,,TR,01:05 pm-02:25 pm,,,,,"Yi  Huang",12/01-12/05,BURN 708A,Active
,,,,,,,TR,01:05 pm-02:25 pm,,,,,"Yi  Huang",12/01-12/05,BURN 719A,Active
1356,ATOC,531,001,Lecture,3.000,"Dynamics of Current Climates.",MW,04:05 pm-05:25 pm,24,0,0,0,"Evangelia  Ioannidou",08/30-12/04,BURN 719A,Active
,,,,,,,MW,04:05 pm-05:25 pm,,,,,"Evangelia  Ioannidou",08/30-12/04,BURN 708A,Active
,,,,,,,R,04:05 pm-05:25 pm,,,,,"Evangelia  Ioannidou",11/30-11/30,BURN 708A,Active
,,,,,,,R,04:05 pm-05:25 pm,,,,,"Evangelia  Ioannidou",11/30-11/30,BURN 719A,Active
8776,ATOC,531,002,Final Exam,0.000,"Dynamics of Current Climates.",T,02:05 pm-04:55 pm,0,0,0,0,"Evangelia  Ioannidou",12/19-12/19,BURN 719A,Registration Not Required
1357,ATOC,540,001,Lecture,3.000,"Synoptic Meteorology 1.",MW,08:35 am-09:55 am,24,0,0,0,"John Richard  Gyakum",08/30-12/04,BURN 719A,Active
,,,,,,,R,08:35 am-09:55 am,,,,,"John Richard  Gyakum",11/30-11/30,BURN 719A,Active
8725,ATOC,540,002,Final Exam,0.000,"Synoptic Meteorology 1.",M,09:05 am-11:55 am,0,0,0,0,TBA,12/18-12/18,BURN 719A,Registration Not Required
1358,ATOC,670,001,Reading Course,3.000,"Reading Course: Meteorology 1.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1359,ATOC,671,001,Reading Course,3.000,"Reading Course: Meteorology 2.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1360,ATOC,672,001,Reading Course,3.000,"Reading Course: Oceanography 1.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1361,ATOC,691,001,Thesis Course,3.000,"Master's Thesis Literature Review.",,TBA,15,0,0,0,TBA,08/30-12/05,TBA,Active
1362,ATOC,692,001,Thesis Course,6.000,"Master's Thesis Research 1.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1363,ATOC,693,001,Thesis Course,6.000,"Master's Thesis Research 2.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1364,ATOC,694,001,Thesis Course,3.000,"Master's Thesis Progress Report and Seminar.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1365,ATOC,695,001,Thesis Course,6.000,"Master's Thesis Research 3.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1366,ATOC,699,001,Thesis Course,12.000,"Master's Thesis.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1367,ATOC,700,001,Comprehensive Exam,1.000,"Ph.D. Proposal Seminar.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
1368,ATOC,701,001,Comprehensive Exam,0.000,"Ph.D. Comprehensive (General).",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
5770,ATOC,751D1,001,Seminar,0.500,"Seminar: Physical Meteorology.",W,02:35 pm-03:25 pm,15,0,0,0,"Bruno  Tremblay",08/30-12/01,BURN 934,Active
5771,ATOC,752D1,001,Lecture,0.500,"Atmospheric, Oceanic and Climate Dynamics.",W,02:35 pm-03:25 pm,10,0,0,0,"Bruno  Tremblay",08/30-12/01,BURN 934,Active
Arts & Science
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1369,BASC,396,001,Project,3.000,"Undergraduate Research Project.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
5772,BASC,449D1,001,Research Course,3.000,"Integrative Research Project.",,TBA,10,0,0,0,TBA,08/30-12/05,TBA,Active
Biological and Biomedical Engr
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1040,BBME,600D1,001,Seminar,1.500,"Seminars in Biological and Biomedical Engineering.",F,01:35 pm-02:25 pm,40,0,0,0,"Guojun  Chen, Sara  Mahshid",08/30-12/01,DUFF 507/509,Active
1041,BBME,600N2,001,Seminar,1.500,"Seminars in Biological and Biomedical Engineering.",F,01:35 pm-02:25 pm,30,0,0,0,"Guojun  Chen, Sara  Mahshid",08/30-12/01,DUFF ,Active
1129,BBME,682,001,Internship,9.000,"Internship 2.",,TBA,10,0,0,0,"Mario Alberto Jardon Contla, Corinne  Hoesli, Guojun  Chen, Codruta  Ignea, Ayyappasamy  Sudalaiyadum Perumal",08/30-12/05,NOROOM NEEDED,Active
753,BBME,693,001,Thesis Course,6.000,"Thesis Research 1.",,TBA,25,0,0,0,TBA,08/30-12/05,TBA,Active
752,BBME,694,001,Thesis Course,6.000,"Thesis Research 2.",,TBA,20,0,0,0,TBA,08/30-12/05,TBA,Active
767,BBME,695,001,Thesis Course,12.000,"Thesis Submission.",,TBA,20,0,0,0,TBA,08/30-12/05,TBA,Active
1006,BBME,696,001,Thesis Course,3.000,"Thesis Research 3.",,TBA,40,0,0,0,TBA,08/30-12/05,TBA,Active
1009,BBME,697,001,Thesis Course,3.000,"Thesis Research 4.",,TBA,30,0,0,0,TBA,08/30-12/05,TBA,Active
763,BBME,701,001,Comprehensive Exam,0.000,"Ph.D. Comprehensive Examination.",,TBA,15,0,0,0,TBA,08/30-12/05,TBA,Active
Bioengineering
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1370,BIEN,200,001,Lecture,2.000,"Introduction to Bioengineering.",WF,04:05 pm-05:25 pm,75,0,0,0,"Natalie  Reznikov, Dan Veniamin Nicolau",08/30-10/19,ENGMD 280,Active
,,,,,,,F,04:05 pm-05:25 pm,,,,,"Natalie  Reznikov, Dan Veniamin Nicolau",10/20-10/20,STBIO S3/3,Active
,,,,,,,WF,04:05 pm-05:25 pm,,,,,"Natalie  Reznikov, Dan Veniamin Nicolau",10/21-12/01,ENGMD 280,Active
1371,BIEN,200,002,Tutorial,0.000,"Introduction to Bioengineering.",T,02:35 pm-03:25 pm,75,0,0,0,"Natalie  Reznikov, Dan Veniamin Nicolau",08/30-12/05,ENGTR 1100,Active
7680,BIEN,210,001,Lecture,3.000,"Electrical and Optical Properties of Biological Systems.",MW,11:35 am-12:55 pm,75,0,0,0,"Sebastian  Wachsmann Hogiu",08/30-12/04,MDHAR G-10,Active
,,,,,,,R,11:35 am-12:55 pm,,,,,"Sebastian  Wachsmann Hogiu",11/30-11/30,MDHAR G-10,Active
7681,BIEN,210,002,Tutorial,0.000,"Electrical and Optical Properties of Biological Systems.",F,01:35 pm-03:25 pm,75,0,0,0,"Sebastian  Wachsmann Hogiu",08/30-10/19,ENGMD 276,Active
,,,,,,,F,01:35 pm-03:25 pm,,,,,"Sebastian  Wachsmann Hogiu",10/20-10/20,MCMED 210/11,Active
,,,,,,,F,01:35 pm-03:25 pm,,,,,"Sebastian  Wachsmann Hogiu",10/21-12/05,ENGMD 276,Active
1372,BIEN,219,001,Lecture,4.000,"Introduction to Physical Molecular and Cell Biology.",MWF,10:35 am-11:25 am,75,0,0,0,"Alanna Jean Watt, Rodrigo  Reyes Lamothe, Adam Gerald Hendricks",08/30-12/04,STBIO N2/2,Active
,,,,,,,R,10:35 am-11:25 am,,,,,"Alanna Jean Watt, Rodrigo  Reyes Lamothe, Adam Gerald Hendricks",11/30-11/30,STBIO N2/2,Active
1373,BIEN,219,002,Tutorial,0.000,"Introduction to Physical Molecular and Cell Biology.",R,04:35 pm-05:25 pm,25,0,0,0,"Alanna Jean Watt, Rodrigo  Reyes Lamothe, Adam Gerald Hendricks",08/30-11/29,STBIO S3/3,Active
,,,,,,,R,04:35 pm-05:25 pm,,,,,"Alanna Jean Watt, Rodrigo  Reyes Lamothe, Adam Gerald Hendricks",12/01-12/05,STBIO S3/3,Active
1374,BIEN,219,003,Tutorial,0.000,"Introduction to Physical Molecular and Cell Biology.",R,04:35 pm-05:25 pm,25,0,0,0,"Alanna Jean Watt, Rodrigo  Reyes Lamothe, Adam Gerald Hendricks",08/30-11/29,ENGTR 2100,Active
,,,,,,,R,04:35 pm-05:25 pm,,,,,"Alanna Jean Watt, Rodrigo  Reyes Lamothe, Adam Gerald Hendricks",12/01-12/05,ENGTR 2100,Active
1375,BIEN,219,004,Tutorial,0.000,"Introduction to Physical Molecular and Cell Biology.",T,04:35 pm-05:25 pm,25,0,0,0,"Alanna Jean Watt, Rodrigo  Reyes Lamothe, Adam Gerald Hendricks",08/30-12/05,EDUC 216,Active
1376,BIEN,219,005,Tutorial,0.000,"Introduction to Physical Molecular and Cell Biology.",F,04:35 pm-05:25 pm,25,0,0,0,"Alanna Jean Watt, Rodrigo  Reyes Lamothe, Adam Gerald Hendricks",08/30-12/05,LEA 14,Active
1377,BIEN,267,001,Lecture,3.000,"Bioanalytical Methods in Bioengineering.",F,12:35 pm-01:25 pm,75,0,0,0,"Codruta  Ignea",08/30-12/01,ENGMD 276,Active
1378,BIEN,267,002,Laboratory,0.000,"Bioanalytical Methods in Bioengineering.",T,08:35 am-12:25 pm,25,0,0,0,"Codruta  Ignea",08/30-12/05,TBA,Active
1379,BIEN,267,003,Laboratory,0.000,"Bioanalytical Methods in Bioengineering.",T,01:05 pm-04:55 pm,24,0,0,0,"Codruta  Ignea",08/30-12/05,TBA,Active
1380,BIEN,267,004,Laboratory,0.000,"Bioanalytical Methods in Bioengineering.",W,08:35 am-12:25 pm,25,0,0,0,"Codruta  Ignea",08/30-12/05,TBA,Active
1381,BIEN,267,005,Laboratory,0.000,"Bioanalytical Methods in Bioengineering.",W,01:05 pm-04:55 pm,25,0,0,0,"Codruta  Ignea",08/30-12/05,TBA,Temporarily closed
1382,BIEN,290,001,Lecture,3.000,"Bioengineering Measurement Laboratory.",F,08:35 am-09:25 am,75,0,0,0,"Joseph Matthew Kinsella",08/30-12/01,STBIO S3/3,Active
1383,BIEN,290,003,Laboratory,0.000,"Bioengineering Measurement Laboratory.",R,08:35 am-12:25 pm,30,0,0,0,"Joseph Matthew Kinsella",08/30-11/29,TBA,Active
,,,,,,,R,08:35 am-12:25 pm,,,,,"Joseph Matthew Kinsella",12/01-12/05,TBA,Active
1384,BIEN,290,004,Laboratory,0.000,"Bioengineering Measurement Laboratory.",R,12:35 pm-04:25 pm,30,0,0,0,"Joseph Matthew Kinsella",08/30-11/29,TBA,Active
,,,,,,,R,12:35 pm-04:25 pm,,,,,"Joseph Matthew Kinsella",12/01-12/05,TBA,Active
1385,BIEN,290,005,Laboratory,0.000,"Bioengineering Measurement Laboratory.",M,08:35 am-12:25 pm,21,0,0,0,"Joseph Matthew Kinsella",08/30-12/05,TBA,Cancelled
,,,,,,,R,08:35 am-12:25 pm,,,,,"Joseph Matthew Kinsella",11/30-11/30,TBA,Cancelled
1386,BIEN,290,006,Laboratory,0.000,"Bioengineering Measurement Laboratory.",F,02:35 pm-06:25 pm,25,0,0,0,"Joseph Matthew Kinsella",08/30-12/05,TBA,Active
1387,BIEN,310,001,Lecture,3.000,"Introduction to Biomolecular Engineering.",WF,01:05 pm-02:25 pm,75,0,0,0,"Yu  Xia, Jasmin  Coulombe-Huntington",08/30-12/01,ENGTR 1100,Active
1388,BIEN,314,001,Lecture,3.000,"Transport Phenomena in Biological Systems 1.",M,11:35 am-12:55 pm,75,0,0,0,"Rupa  Haldavnekar, Caroline Elizabeth Wagner",08/30-12/04,BURN 306,Active
,,,,,,,R,11:35 am-12:55 pm,,,,,"Rupa  Haldavnekar, Caroline Elizabeth Wagner",08/30-09/08,MCMED 1027,Active
,,,,,,,R,11:35 am-12:55 pm,,,,,"Rupa  Haldavnekar, Caroline Elizabeth Wagner",09/14-10/05,MCMED 210/11,Active
,,,,,,,R,11:35 am-12:55 pm,,,,,"Rupa  Haldavnekar, Caroline Elizabeth Wagner",10/12-10/12,MCMED 325,Active
,,,,,,,R,11:35 am-12:55 pm,,,,,"Rupa  Haldavnekar, Caroline Elizabeth Wagner",10/19-10/26,MCMED 210/11,Active
,,,,,,,R,11:35 am-12:55 pm,,,,,"Rupa  Haldavnekar, Caroline Elizabeth Wagner",11/02-11/23,MCMED 325,Active
,,,,,,,R,11:35 am-12:55 pm,,,,,"Rupa  Haldavnekar, Caroline Elizabeth Wagner",11/30-11/30,BURN 306,Active
,,,,,,,R,11:35 am-12:55 pm,,,,,"Rupa  Haldavnekar, Caroline Elizabeth Wagner",11/30-11/30,MCMED 325,Active
1389,BIEN,314,002,Tutorial,0.000,"Transport Phenomena in Biological Systems 1.",R,01:35 pm-04:25 pm,75,0,0,0,"Rupa  Haldavnekar, Caroline Elizabeth Wagner",08/30-09/08,MC2001 461,Active
,,,,,,,R,01:35 pm-04:25 pm,,,,,"Rupa  Haldavnekar, Caroline Elizabeth Wagner",09/14-09/14,MCMED 210/11,Active
,,,,,,,R,01:35 pm-04:25 pm,,,,,"Rupa  Haldavnekar, Caroline Elizabeth Wagner",09/21-09/21,MC2001 461,Active
